farm,event_id,event_label,cooling_anomaly_frac,cooling_max_1h,cooling_max_24h,cooling_max_6h,cooling_mean_1h,cooling_mean_24h,cooling_mean_6h,cooling_overall_max,cooling_overall_mean,cooling_overall_std,cooling_std_1h,cooling_std_24h,cooling_std_6h,cooling_trend_slope,gearbox_anomaly_frac,gearbox_max_1h,gearbox_max_24h,gearbox_max_6h,gearbox_mean_1h,gearbox_mean_24h,gearbox_mean_6h,gearbox_overall_max,gearbox_overall_mean,gearbox_overall_std,gearbox_std_1h,gearbox_std_24h,gearbox_std_6h,gearbox_trend_slope,generator_bearings_anomaly_frac,generator_bearings_max_1h,generator_bearings_max_24h,generator_bearings_max_6h,generator_bearings_mean_1h,generator_bearings_mean_24h,generator_bearings_mean_6h,generator_bearings_overall_max,generator_bearings_overall_mean,generator_bearings_overall_std,generator_bearings_std_1h,generator_bearings_std_24h,generator_bearings_std_6h,generator_bearings_trend_slope,hydraulic_anomaly_frac,hydraulic_max_1h,hydraulic_max_24h,hydraulic_max_6h,hydraulic_mean_1h,hydraulic_mean_24h,hydraulic_mean_6h,hydraulic_overall_max,hydraulic_overall_mean,hydraulic_overall_std,hydraulic_std_1h,hydraulic_std_24h,hydraulic_std_6h,hydraulic_trend_slope,transformer_anomaly_frac,transformer_max_1h,transformer_max_24h,transformer_max_6h,transformer_mean_1h,transformer_mean_24h,transformer_mean_6h,transformer_overall_max,transformer_overall_mean,transformer_overall_std,transformer_std_1h,transformer_std_24h,transformer_std_6h,transformer_trend_slope
A,68,anomaly,0.050544662309368195,2.546662166787179,2.6202142124774284,2.546662166787179,-1.6938598722384803,-0.3760220180027169,-0.5117814966178972,5.317636571667137,-0.21461499103429513,1.3677935935811563,0.6490633795990122,1.0495315851051386,1.219419139724881,-0.00013459614826991876,0.04967320261437908,1.5666854699391948,2.6648415399306984,2.4071203664720002,-1.0412252911689504,0.06778307477950588,-0.5882853042375348,9.078475394757618,0.18889403439659502,2.0908954330157115,0.3266382645766574,1.0079060893058283,0.8826546165471806,2.4447083667936764e-05,0.06579520697167757,7.021969304718553,16.67787634492491,13.314752956694221,4.926590564924877,7.956908952835481,5.54604162796178,22.56293829356798,0.90696210686744,4.59819055367477,1.1907177731480083,3.4922568781388286,2.7852812568695655,0.0028035024585537356,0.046623093681917215,2.691298701200026,8.02299871773242,8.02299871773242,0.667068003248256,2.20474408967818,3.052046548200939,13.679650108356775,0.09333626056002191,3.1376110359352927,1.8829476847309423,3.0851444392517933,2.7116704977849957,0.001383994708135194,0.5442265795206972,3.0375155698645813,17.354030359866528,13.55656578560881,2.2111043127630503,6.603415162210686,5.759179721203653,23.876643150557356,9.295605227075244,4.5692529567417575,0.7000696563358887,3.733982514858276,4.210569545127915,-0.0022370229331698057
A,22,anomaly,0.06881533101045297,1.3224453878574636,5.861969847430736,3.7441490449670596,-0.2933590861310786,0.6371850257241598,0.7017563278545715,5.861969847430736,0.16119556461703666,1.4169242075301334,0.9821555620028621,1.523278157526527,1.208610358354007,0.0007788081523121605,0.041811846689895474,0.840390406431176,4.823328997756889,2.626498653682468,-0.11071206794624307,0.06369192304184507,-0.021205290364772762,6.721361155926786,1.004846282113303,2.0675247121338596,0.4686336245139993,1.767484543490321,1.2805943294583426,-0.0016744513024213475,0.06707317073170732,6.267589284454431,15.63149453665823,12.865936258058959,-4.769323033361516,-1.1964935882983205,-1.794900991913239,23.419580406080065,0.0019817895973613412,6.191887637990996,0.9601281240348534,5.38282854679174,5.782499689914501,0.005942217726750764,0.05226480836236934,4.842025501930706,7.937764536707391,7.937764536707391,1.8715908194893902,-0.6256665990780167,-0.4648553819767947,8.793714564721256,-1.4946136940124364,3.094775366785358,2.356836927626067,3.59000152430332,4.497151882139354,0.003790852049932994,0.07317073170731707,6.5152247273530435,15.184879882245212,13.909504458219416,1.6378793017720288,-4.075093421875777,-2.8002359017009066,18.721429802593633,-3.6276318507861256,6.4016078872428155,3.491489885279653,5.981119280127176,5.887650576881516,-0.007163757876997415
A,72,anomaly,0.053544868616757564,0.7152929229070644,3.5386619281844176,3.5386619281844176,0.3068259824500134,0.16041845560520007,0.1437537969730928,6.731258929465753,0.012192195937658202,1.2791981333086375,0.36576865786681484,1.0322604626160565,1.2805712270618184,0.00025286525649365516,0.03470500743678731,1.0029637585320899,5.995881191347415,4.907532408683309,-0.5872702542166159,-0.36030337753044755,0.9133818527916655,20.793200723541673,0.7289104880760527,2.801770006212412,0.22354423976595988,2.094692096163984,1.6927075095445903,0.0004730135695837266,0.05453644025780863,3.1500304736817952,7.659731185893989,6.951749587376277,2.466546697657165,1.216236421736666,3.4445699509833663,20.60478791802683,-0.37058863623980737,4.829308862867565,0.6606898081292084,2.4824033867241444,1.6357629089232277,0.00046547024640450525,0.10907288051561725,2.7377230635600043,6.468399449676973,3.673961221884415,1.6301296384028643,-0.700894432373579,0.6175252602466739,15.502924807934392,-2.3415896626459913,3.1513713561713455,1.5477517100724127,1.9903861366347035,1.9276040851191438,0.0007722526880296362,0.0917203767972236,19.077684985404446,19.077684985404446,19.077684985404446,-16.707924002655798,-12.746355344058118,-13.85489801204056,21.885910053859362,-5.291275297744354,7.257380869397972,1.4542729347815921,3.13655101590492,2.149333608120942,-0.0018476942487219731
A,73,anomaly,0.07634470792365529,2.6097767850022464,5.010079221215996,3.6678899127918285,-1.297982806996205,-0.5577876800795852,-0.837024690291213,5.368908894581104,-0.7045886887158296,1.4447876408543214,1.0241952295819639,1.5802186074982623,1.3541667091209508,0.00028223731071014025,0.061885482938114515,2.4781568905222287,5.933466079600699,5.933466079600699,-1.471452427694486,0.33521466630217966,-0.3670100927895754,10.544372073391905,-0.23116534788164725,2.205713466629532,0.6426451341010097,1.7280761160130322,1.9179818308845396,0.0007938492702481131,0.08733371891266628,5.253899788704345,25.549848462669644,19.240136879662295,4.025635818758597,10.112147321583981,6.641699701852924,33.01222295252546,6.176409660968615,9.285337038253989,0.8708551060424065,5.702473164242459,6.039785311264155,-0.005573697905297005,0.04048582995951417,5.766810373446276,11.395371943039102,11.395371943039102,1.9631728641268147,0.10333212266520499,4.424982855369262,14.311822774389881,1.2989794545296829,5.165479884292778,3.8128190544915395,4.284611929249745,4.869234653947488,8.243761514508595e-05,0.16020821283979178,3.0138403464464005,26.783520580513496,16.041900154381906,-0.8777436493926345,8.605467066995406,3.0971928295768882,32.542417239676254,8.059319296500675,7.606770626408308,1.9328591871325107,7.500712227858459,7.011458056214974,0.0005980663364596337
A,0,anomaly,0.056730091613812546,1.4847267764973182,4.911779019094958,4.033178929858941,1.2703934312958427,0.9190601557332769,2.2200930620684627,5.1962739529982045,-0.2779300122620744,1.491485067560091,0.4454584317368677,2.114546773204696,1.3019043645227426,1.361729882073374e-05,0.059901338971106416,6.157078838262805,12.745679322504436,9.403715246531846,-5.281010799025484,-5.655575511719943,-5.607216099909552,12.745679322504436,-0.5682424234508063,2.8228955038976054,0.4359144020805073,2.553347115922648,2.038695588167882,-0.0014019227293120635,0.053558844256518676,61.909924259463196,64.12998270192048,61.909924259463196,-36.899349890787526,-18.383334095154495,-36.89526597483304,64.12998270192048,3.8519081578229235,10.842467577907088,12.385115858534009,17.27310513367083,7.787877898850121,-0.0029501997584191852,0.04615926708949965,1.7830693562438285,7.42980191038307,3.0856809114563504,-1.3922932963002914,2.361709833605762,-0.7565643300877992,14.77568558849103,1.0818070685226167,4.620284666636905,0.32181123017646024,3.6074424042339786,1.0964321223273237,-5.1738682759914074e-05,0.2568710359408034,24.293212335923776,26.937073718506895,26.937073718506895,21.552689214482076,17.140784471097998,19.340880941856817,31.749368827831844,10.616810255531,8.61495441792194,2.713507056438075,4.3501839747113085,3.910996631913831,-0.0016006741627268186
A,26,anomaly,0.06800832755031229,1.1782667352716203,4.738087574699293,4.738087574699293,0.010718656936515933,-0.3855006560831562,-0.030298061872316318,7.3577867479500725,-0.14781656381857056,1.406602235555037,0.8993514646961701,1.355515419445023,1.8080561612513029,0.00010203961903564275,0.041637751561415685,2.234471989473775,8.389316973275314,6.07183192287426,0.0052326705687069834,-0.3622128290790369,1.6855665490518383,13.81007788931121,0.4609056085606631,2.3396145880746557,1.6111496795106932,2.6148980343675112,1.9487205793539537,-2.1599206168625664e-05,0.10617626648161,2.2151042194001747,12.864359695841408,7.258217914697177,0.6720616429324568,-2.1118807857412234,0.052585601128727885,23.701438954207404,-3.1285504051093955,4.921868610767693,1.2068305027318211,3.3299056022304634,2.3005973745284543,0.0013392528826829827,0.07217210270645386,4.444719063326822,7.81800867762054,5.081904585242558,2.4503078467821524,0.24918959537904228,2.310341167267717,12.864159855709097,-0.10800508841568143,4.392516043459889,1.5848939042431456,2.7747682524069175,1.9776211303925584,0.0005335744339188613,0.10756419153365718,14.884308657495104,20.25554192587927,19.90343068805484,12.467095972372846,14.867113805348632,14.459675682932053,30.3780760230432,5.724837445627352,7.525013496651569,1.8825601134054744,2.5500176601800373,2.364742823869808,0.008785938107218758
A,40,anomaly,0.05082000404940271,3.082463114380108,5.176326215330544,4.116322541900168,-2.0769528269102246,-1.409719315996886,-1.797817795060844,10.811701014978382,-0.5635811364431339,2.0268436823410845,0.6215966278703642,1.584564944367465,1.0142151501183263,-0.00029081406520684315,0.10042518728487548,14.218892980022588,20.618043711058377,14.26482421770978,-11.443707045893786,-8.126414536717457,-8.47861092288708,32.51318993194958,-4.112196468622577,6.262639115870296,1.7764641964542622,4.2168239627529225,2.9746217900517498,-0.0023136793709515086,0.007896335290544645,182.32923826066332,183.5572450587445,183.5572450587445,181.24791707189567,17.07743535345934,82.78572279594931,183.5572450587445,-1.3954849261247741,11.488792443638715,1.1296545860750542,59.78190852780186,93.06618606579559,0.00023962797795275178,0.15367483296213807,4.434755333235827,14.026658445083257,10.108240020878032,3.4528090672344445,7.585424893904671,5.444928621266135,23.151008093415154,5.315354245926868,5.701706714507413,1.1721932533057646,2.7072482780580773,2.3887071484018163,-1.8284843010826242e-05,0.08625227778902612,1.8924818163121344,4.948811708720811,2.4984519829113196,-0.9045856294912452,-0.042853199366567875,-0.9679060566906826,25.521270005735673,3.5634817019531293,5.750484165884942,0.860353541655103,1.3010063889512486,0.7654925633538503,0.0005880079888509973
A,42,anomaly,0.07517372078332281,4.2425342309527565,4.676897966333755,4.2425342309527565,-2.3704267934116268,-0.8471245883503853,-0.8634348833401724,10.141980801840262,-0.6625026816843156,1.5359916586414968,1.1350664835857611,1.2468649534882437,1.0637048681607242,-0.00024177822171155767,0.03474415666456096,2.546501807499638,6.4269725098139645,6.4269725098139645,1.9531529951775302,-2.053391188066205,-1.9996282792597162,25.51995979325225,-1.1835959868143728,3.3178784578738707,0.5101034765453152,1.8341341011529184,2.446925477691644,-0.0016085359311659312,0.10612760581174985,11.04521633686737,17.843140438823987,17.843140438823987,-6.463592785073285,-4.812900332834712,-9.086817430740433,23.907013367723067,-3.2838456155258693,4.44294147138887,3.058877625447563,3.787160578564016,3.7394846423216217,-0.001434676021038186,0.30827542640555905,8.630388783312547,15.62873035620219,10.629961845139633,5.813163893969889,5.961160718419671,7.043897572736879,20.209016903393756,6.430013704693066,4.368893773507334,2.6700552096347883,3.952386932560674,2.0421947118400996,0.0010322065686742513,0.2545799115603285,11.298619960578918,14.667524036828958,11.298619960578918,7.724695892453464,6.52915003651089,6.406023249408346,31.25284822639817,8.127525917783704,5.614618854381732,2.9518525858672455,4.0924341681039405,2.2536017095563645,-0.003870834356440644
A,10,anomaly,0.08747044917257683,3.6366968708504714,3.6366968708504714,3.6366968708504714,0.2572955532593646,-0.3581663604867141,-0.12161133439922997,6.391022444256301,-0.5070487309272869,1.28562910484235,1.6805486881565448,0.7965417955000649,0.910735287870046,1.63620847800287e-06,0.0425531914893617,14.11694217043702,14.11694217043702,14.11694217043702,3.0719611326542875,1.2046499354428146,1.720134570218026,14.11694217043702,0.09005826742302715,2.6631440805775366,5.7239818387170915,2.2597722561771314,2.887787916080134,0.001373019754985204,0.08431836091410559,12.59585208909035,15.095948296421753,15.095948296421753,-4.639928895028532,-2.489181503588112,-6.573790491335647,20.3223744802588,-2.85803427395762,4.814371865682003,9.01804055753907,4.282599042139897,4.9253026785072915,0.002211564544061508,0.19858156028368795,11.657266392450467,11.657266392450467,11.657266392450467,6.3499469679646205,6.545434979780787,5.973800822979496,16.78032138460366,4.511973073609225,4.224026527007083,2.942224272616531,3.432616035871394,3.525321812083379,0.000647245443864956,0.09298660362490149,27.373808688156636,27.373808688156636,27.373808688156636,15.066135668880449,3.572655806245245,12.12303544149386,27.373808688156636,5.640266703647255,7.705914513331144,6.371940493692958,7.2732272883843505,6.096476866606606,-0.0058198850377367385
A,45,anomaly,0.09444444444444444,1.4711549605682457,7.578012666245257,7.578012666245257,0.23839106523103779,0.010885636286877269,-1.9806841175125751,7.578012666245257,0.814434857869931,1.6080511997374634,0.679324940218447,2.3406817054469444,1.9850096070454624,-5.5416932026631504e-05,0.09583333333333334,5.303798994620582,10.632006002194778,10.632006002194778,4.654924035814094,1.7824393534926375,2.3997202696708615,10.632006002194778,1.5688373979253385,2.341308202967497,1.0139057659392676,3.269761958894258,4.240885151733105,-0.00017477223064473732,0.058333333333333334,2.513297128637845,12.510065931488548,12.510065931488548,1.6533361818128203,-2.0150312084528417,-1.2886135759837802,15.859997295062122,-0.8571934355454983,4.770020451857697,0.6284258634374055,3.6170265930344754,3.8502272185000725,-0.0054822694425801875,0.03819444444444445,6.741862036041397,10.047490393976055,8.19815786428584,-5.951944294082753,-3.083863703481404,-6.220791903373551,16.340337300037106,-0.8051485436274392,4.345521186788712,0.7784809337553814,2.3466606384531437,0.9929244218685364,-0.0008783551808636374,0.10277777777777777,18.103346712910984,21.36345455709977,21.36345455709977,-6.7572096604429275,-14.186678922626848,-12.836012139327355,21.835765507752882,-4.799544301539901,7.313322675393798,5.615178636403042,4.888874879521329,7.6971276470683945,-0.006421778983269594
